page_content,text,url,customer_id,archived,language
"# Tiết kiệm Thịnh Vượng linh hoạt
## Điều kiện đăng ký
* Khách hàng cá nhân Việt Nam đang sinh sống tại Việt Nam
* Có tài khoản thanh toán mở tại VPBank","Tiết kiệm Thịnh Vượng linh hoạt
Điều kiện đăng ký

- Khách hàng cá nhân Việt Nam đang sinh sống tại Việt Nam
- Có tài khoản thanh toán mở tại VPBank

",https://www.vpbank.com.vn/ca-nhan/tiet-kiem/tiet-kiem-thinh-vuong-linh-hoat,VPBank,False,vi
"# Cho vay hỗ trợ tài chính du học
## Tính năng nổi bật
* Tài trợ lên đến 70% giá trị học phí các khóa học Ngoại ngữ/ Nghề/ Thạc sĩ/ Du học/ Trường tư thục
* Cho vay du học/ cho vay học tập với lãi suất ưu đãi","Cho vay hỗ trợ tài chính du học
Tính năng nổi bật

- Tài trợ lên đến 70% giá trị học phí các khóa học Ngoại ngữ/ Nghề/ Thạc sĩ/ Du học/ Trường tư thục
- Cho vay du học/ cho vay học tập với lãi suất ưu đãi

",https://www.vpbank.com.vn/ca-nhan/vay/vay-du-hoc,VPBank,False,vi
"# VPBank NEO
## Tính năng nổi bật

### Mở tài khoản số đẹp nhanh chóng - Khẳng định phong cách

- Mở tài khoản nhanh chóng chỉ vài phút, không cần ra ngân hàng.
- Chọn số tài khoản đẹp như ý
- Định danh eKYC.

### Chuyển tiền nhanh không tốn phí

- Chuyển tiền nhanh chóng trong và ngoài mạng
- 100% miễn phí.

### Kết nối ví đa dạng - Tận hưởng ưu đãi, gia tăng trải nghiệm

- Với hệ sinh thái phong phú nhất thị trường thông qua kết nối 10 ví điện tử lớn NHẤT tại Việt Nam (Momo, Shopee Pay, ZaloPay, SmartPay,…), VPBank Neo giúp bạn tận hưởng những trải nghiệm tiện ích với hàng ngàn ưu đãi .

### Thanh toán, chuyển tiền qua mã QR - Giao dịch phong cách & tiện lợi

- Thanh toán online và off-line qua mã QR tại hàng trăm ngàn điểm của đối tác VPBank.
- Một trong 10 ngân hàng đầu tiên tại Việt Nam cho phép chuyển tiền qua mã QR, VPBank NEO giúp bạn trải nghiệm thao tác chuyển tiền hiện đại và tiện lợi

### Vay tiêu dùng, vay thấu chi, cầm cố sổ tiết kiệm 100% online

- Vay tiêu dùng tín chấp duy nhất ở Việt Nam cho phép khách hàng đăng ký và nhận giải ngân sau 1 phút, 100% online.
- Không cần hồ sơ bản cứng, không cần chứng minh tài chính, phê duyệt hoàn toàn tự động.

### Chuyển tiền chứng khoán nhanh chóng - Nắm bắt cơ hội gia tăng tài chính.

- VPBank NEO cho phép lựa chọn chọn nguồn tiền thanh toán đa dạng: tài khoản thanh toán, thẻ tín dụng, tài khoản thấu chi cho các hoạt động thanh toán hóa đơn, bảo hiểm, các khoản vay trả góp giúp bạn tận dụng được các nguồn tiền khác nhau trong cuộc sống.
- Với mọi giao dịch trên VPBank NEO, bạn đều được tích lũy điểm để có thể thanh toán hóa đơn điện nước hoặc quà tặng hấp dẫn, tiền mặt

### Mở tiết kiệm online đa dạng sản phẩm - Tiết kiệm thời gian, gia tăng lãi suất.

- Mở tiết kiệm 100% online.
- Ưu đãi lãi suất tiết kiệm +0.5% so với mở tiết kiệm tại quầy.
- Nhận thêm e-voucher ưu đãi lãi suất.

### Mở thẻ tín dụng 100% online - Không cần chờ đợi, thoả thích chi tiêu

- Chỉ với 5 phút đăng ký, có thẻ tín dụng sau 3-5 ngày.
- Không cần hồ sơ bản cứng, không cần chứng minh tài chính, phê duyệt hoàn toàn tự động.
- Các dịch vụ tiện ích thẻ đi kèm:
  - Mở kèm thẻ phi vật lý, thoải mái chi tiêu online.
  - Đăng ký trả góp thẻ tín dụng,
  - Ứng tiền từ thẻ tín dụng vào tài khoản thanh toán, tiện lợi

### Đặt xe, vé máy bay, khách sạn tiện lợi - Book online, vi vu ngay

Với VPBank NEO, giờ đây, việc đặt xe, vé máy bay, khách sạn có thể thực hiện nhanh chóng, dễ dàng","VPBank NEO
Tính năng nổi bật
Mở tài khoản số đẹp nhanh chóng - Khẳng định phong cách

- Mở tài khoản nhanh chóng chỉ vài phút, không cần ra ngân hàng.
- Chọn số tài khoản đẹp như ý
- Định danh eKYC.

Chuyển tiền nhanh không tốn phí

- Chuyển tiền nhanh chóng trong và ngoài mạng
- 100% miễn phí.

Kết nối ví đa dạng - Tận hưởng ưu đãi, gia tăng trải nghiệm

- Với hệ sinh thái phong phú nhất thị trường thông qua kết nối 10 ví điện tử lớn NHẤT tại Việt Nam (Momo, Shopee Pay, ZaloPay, SmartPay,…), VPBank Neo giúp bạn tận hưởng những trải nghiệm tiện ích với hàng ngàn ưu đãi .

Thanh toán, chuyển tiền qua mã QR - Giao dịch phong cách & tiện lợi

- Thanh toán online và off-line qua mã QR tại hàng trăm ngàn điểm của đối tác VPBank.
- Một trong 10 ngân hàng đầu tiên tại Việt Nam cho phép chuyển tiền qua mã QR, VPBank NEO giúp bạn trải nghiệm thao tác chuyển tiền hiện đại và tiện lợi

Vay tiêu dùng, vay thấu chi, cầm cố sổ tiết kiệm 100% online

- Vay tiêu dùng tín chấp duy nhất ở Việt Nam cho phép khách hàng đăng ký và nhận giải ngân sau 1 phút, 100% online.
- Không cần hồ sơ bản cứng, không cần chứng minh tài chính, phê duyệt hoàn toàn tự động.

Chuyển tiền chứng khoán nhanh chóng - Nắm bắt cơ hội gia tăng tài chính.

- VPBank NEO cho phép lựa chọn chọn nguồn tiền thanh toán đa dạng: tài khoản thanh toán, thẻ tín dụng, tài khoản thấu chi cho các hoạt động thanh toán hóa đơn, bảo hiểm, các khoản vay trả góp giúp bạn tận dụng được các nguồn tiền khác nhau trong cuộc sống.
- Với mọi giao dịch trên VPBank NEO, bạn đều được tích lũy điểm để có thể thanh toán hóa đơn điện nước hoặc quà tặng hấp dẫn, tiền mặt

Mở tiết kiệm online đa dạng sản phẩm - Tiết kiệm thời gian, gia tăng lãi suất.

- Mở tiết kiệm 100% online.
- Ưu đãi lãi suất tiết kiệm +0.5% so với mở tiết kiệm tại quầy.
- Nhận thêm e-voucher ưu đãi lãi suất.

Mở thẻ tín dụng 100% online - Không cần chờ đợi, thoả thích chi tiêu

- Chỉ với 5 phút đăng ký, có thẻ tín dụng sau 3-5 ngày.
- Không cần hồ sơ bản cứng, không cần chứng minh tài chính, phê duyệt hoàn toàn tự động.
- Các dịch vụ tiện ích thẻ đi kèm:

- - Mở kèm thẻ phi vật lý, thoải mái chi tiêu online.
- - Đăng ký trả góp thẻ tín dụng,
- - Ứng tiền từ thẻ tín dụng vào tài khoản thanh toán, tiện lợi


Đặt xe, vé máy bay, khách sạn tiện lợi - Book online, vi vu ngay
Với VPBank NEO, giờ đây, việc đặt xe, vé máy bay, khách sạn có thể thực hiện nhanh chóng, dễ dàng
",https://www.vpbank.com.vn/ca-nhan/vpbank-neo,VPBank,False,vi
"# Dịch vụ thanh toán Apple Pay| VPBank

## Điều kiện đăng ký
Khách hàng là chủ thẻ tín dụng/thẻ ghi nợ quốc tế Mastercard /& Visa
Chủ thẻ VPBank sở hữu thiết bị Apple và cài đặt ứng dụng ngân hàng VPBank NEO
Cần có iPhone 6 trở lên sử dụng iOS 12/.5/.2 trở lên. Khả dụng trên Apple Watch Series 4 trở lên sử dụng watchOS 9 trở lên. Apple
Watch phải được ghép đôi với iPhone 8 trở lên. Một số tính năng có thể thay đổi.
Để biết thêm thông tin, truy cập https://www.apple.com/vn/ios/feature/-availability//#apple/-wallet/-apple/-pay","Dịch vụ thanh toán Apple Pay| VPBank
Điều kiện đăng ký
Khách hàng là chủ thẻ tín dụng/thẻ ghi nợ quốc tế Mastercard /& Visa
Chủ thẻ VPBank sở hữu thiết bị Apple và cài đặt ứng dụng ngân hàng VPBank NEO
Cần có iPhone 6 trở lên sử dụng iOS 12.5.2 trở lên. Khả dụng trên Apple Watch Series 4 trở lên sử dụng watchOS 9 trở lên. Apple
Watch phải được ghép đôi với iPhone 8 trở lên. Một số tính năng có thể thay đổi.
Để biết thêm thông tin, truy cập https://www.apple.com/vn/ios/feature-availability/#apple-wallet-apple-pay
",https://www.vpbank.com.vn/ca-nhan/tapandpay/apple-pay,VPBank,False,vi
"# Gói Bảo hiểm Sống Trọn Vẹn
## Lợi ích
/* An tâm khi cần chi phí điều trị
AIA mong muốn đồng hành cùng Khách hàng an tâm điều trị, hỗ trợ chi phí điều trị nội trú
/* Tiếp sức tài chính vượt qua bệnh hiểm nghèo
/- Bảo vệ trước 63 Bệnh hiểm nghèo ngay từ giai đoạn sớm.
/- Đồng hành cùng khách hàng hỗ trợ chi trảlên đến 10 tỷ VNĐ.
/* An tâm tài chính trước tai nạn
Đồng hành chi trả theo mức độ thương tật tai nạn
/* Bảo vệ và tích lũy tài chính
Dễ dàng điều chỉnh mức bảo vệ tùy theo nhu cầu của Khách hàng
Có thêm cơ hội nhận thưởng hàng năm lên đến 15% phí bảo hiểm cơ bản","Gói Bảo hiểm Sống Trọn Vẹn
Lợi ích
* An tâm khi cần chi phí điều trị
AIA mong muốn đồng hành cùng Khách hàng an tâm điều trị, hỗ trợ chi phí điều trị nội trú
* Tiếp sức tài chính vượt qua bệnh hiểm nghèo
- Bảo vệ trước 63 Bệnh hiểm nghèo ngay từ giai đoạn sớm.
- Đồng hành cùng khách hàng hỗ trợ chi trảlên đến 10 tỷ VNĐ.
* An tâm tài chính trước tai nạn
Đồng hành chi trả theo mức độ thương tật tai nạn
* Bảo vệ và tích lũy tài chính
Dễ dàng điều chỉnh mức bảo vệ tùy theo nhu cầu của Khách hàng
Có thêm cơ hội nhận thưởng hàng năm lên đến 15% phí bảo hiểm cơ bản
",https://www.vpbank.com.vn/ca-nhan/bao-hiem/bao-hiem-song-tron-ven,VPBank,False,vi
"# Bảo Hiểm Liên Kết Đơn Vị Đầu Tư Thịnh Vượng
## Giới thiệu chung
Song hành cùng sự phát triển không ngừng của nền kinh tế, nhu cầu của khách hàng về bảo hiểm cũng ngày càng được nâng cao. Các nhu cầu này không chỉ dừng lại ở việc bảo hiểm trước các rủi ro tử vong, thương tật, tai nạn mà còn được nâng lên kết hợp bảo hiểm với tiết kiệm, đầu tư.
Sản phẩm bảo hiểm liên kết đơn vị “Đầu tư thịnh vượng” cho phép khách hàng vừa được bảo vệ vừa được tham gia đầu tư vào các Quỹ liên kết đơn vị tùy theo mức độ chấp nhận rủi ro và kỳ vọng về kết quả đầu tư của mình.","Bảo Hiểm Liên Kết Đơn Vị Đầu Tư Thịnh Vượng
Giới thiệu chung
Song hành cùng sự phát triển không ngừng của nền kinh tế, nhu cầu của khách hàng về bảo hiểm cũng ngày càng được nâng cao. Các nhu cầu này không chỉ dừng lại ở việc bảo hiểm trước các rủi ro tử vong, thương tật, tai nạn mà còn được nâng lên kết hợp bảo hiểm với tiết kiệm, đầu tư.
Sản phẩm bảo hiểm liên kết đơn vị “Đầu tư thịnh vượng” cho phép khách hàng vừa được bảo vệ vừa được tham gia đầu tư vào các Quỹ liên kết đơn vị tùy theo mức độ chấp nhận rủi ro và kỳ vọng về kết quả đầu tư của mình.
",https://www.vpbank.com.vn/ca-nhan/bao-hiem/bao-hiem-dau-tu-thinh-vuong,VPBank,False,vi
"# Gói sản phẩm tài khoản thanh toán AutoLink
## Hỏi đáp
### Điều kiện để Khách hàng được đăng ký gói sản phẩm tài khoản thanh toán Lộc Vượng?
KH cần có giấy tờ chứng minh là KH đầu tư chứng khoán/Bất động sản:
/- Xác nhận của công ty chứng khoán/Sao kê giao dịch chứng khoán/Chụp mà hình giao dịch chứng khoán/…
/- Xác nhận của chủ đầu tư BĐS/hợp đồng giao dịch BĐS/Giấy chứng nhận sở hữu BĐS/…
","Gói sản phẩm tài khoản thanh toán AutoLink
Hỏi đáp
Điều kiện để Khách hàng được đăng ký gói sản phẩm tài khoản thanh toán Lộc Vượng?
KH cần có giấy tờ chứng minh là KH đầu tư chứng khoán/Bất động sản:
- Xác nhận của công ty chứng khoán/Sao kê giao dịch chứng khoán/Chụp mà hình giao dịch chứng khoán/…
- Xác nhận của chủ đầu tư BĐS/hợp đồng giao dịch BĐS/Giấy chứng nhận sở hữu BĐS/…
",https://www.vpbank.com.vn/ca-nhan/tai-khoan-thanh-toan/goi-tai-khoan-thanh-toan-loc-vuong,VPBank,False,vi
"# Dịch vụ thanh toán Apple Pay| VPBank

## Lợi ích
CT 01: Hoàn 100,000 VNĐ với hóa đơn tối thiểu từ 200,000 VNĐ cho giao dịch đầu tiên thanh toán bằng thẻ tín dụng/thẻ ghi nợ VPBank qua Apple Pay.
CT02: Hoàn 100,000 VNĐ cho tổng chi tiêu từ 3 triệu đồng trong tháng (tính tròn tháng) thanh toán bằng thẻ tín dụng qua Apple Pay.
Hoàn 100,000 VNĐ cho tổng chi tiêu 3 triệu đồng trong tháng (tính tròn tháng) thanh toán bằng thẻ ghi nợ qua Apple Pay.
Xem chi tiết ưu đãi [tại đây](/-/media/vpbank-latest/1retail/promotion/for-cardholder/2023/cc-thang-9/apple-pay-1st-spending-cashback.pdf)","Dịch vụ thanh toán Apple Pay| VPBank
Lợi ích
CT 01: Hoàn 100,000 VNĐ với hóa đơn tối thiểu từ 200,000 VNĐ cho giao dịch đầu tiên thanh toán bằng thẻ tín dụng/thẻ ghi nợ VPBank qua Apple Pay.
CT02: Hoàn 100,000 VNĐ cho tổng chi tiêu từ 3 triệu đồng trong tháng (tính tròn tháng) thanh toán bằng thẻ tín dụng qua Apple Pay.
Hoàn 100,000 VNĐ cho tổng chi tiêu 3 triệu đồng trong tháng (tính tròn tháng) thanh toán bằng thẻ ghi nợ qua Apple Pay.
Xem chi tiết ưu đãi tại đây
",https://www.vpbank.com.vn/ca-nhan/tapandpay/apple-pay,VPBank,False,vi
"# Tiết kiệm Thịnh Vượng linh hoạt
## Tính năng nổi bật
* Thời hạn gửi tiền: Khách hàng linh hoạt chọn thời hạn gửi theo ngày (từ 7 ngày đến 1095 ngày)
* Loại tiền: VND
* Số tiền gửi tối thiểu: 10/.000/.000 VND
* Phương thức trả lãi: Trả lãi cuối kỳ
* Rút trước hạn: Khách hàng được rút toàn bộ hoặc một phần số tiền gửi trước hạn và hưởng lãi suất không kỳ hạn
* Đáo hạn:
/- Lựa chọn 1: Lãi nhập gốc và tự động tái tục một kỳ hạn mới tương đương kỳ hạn gửi ban đầu
/- Lựa chọn 2: Chỉ tái tục gốc còn lãi được VPBank quản lý cho đến ngày khách hàng tới tất toán hoặc chuyển vào tài khoản thanh toán của khách hàng.","Tiết kiệm Thịnh Vượng linh hoạt
Tính năng nổi bật

- Thời hạn gửi tiền: Khách hàng linh hoạt chọn thời hạn gửi theo ngày (từ 7 ngày đến 1095 ngày)
- Loại tiền: VND
- Số tiền gửi tối thiểu: 10.000.000 VND
- Phương thức trả lãi: Trả lãi cuối kỳ
- Rút trước hạn: Khách hàng được rút toàn bộ hoặc một phần số tiền gửi trước hạn và hưởng lãi suất không kỳ hạn
- Đáo hạn:
- Lựa chọn 1: Lãi nhập gốc và tự động tái tục một kỳ hạn mới tương đương kỳ hạn gửi ban đầu
- Lựa chọn 2: Chỉ tái tục gốc còn lãi được VPBank quản lý cho đến ngày khách hàng tới tất toán hoặc chuyển vào tài khoản thanh toán của khách hàng.

",https://www.vpbank.com.vn/ca-nhan/tiet-kiem/tiet-kiem-thinh-vuong-linh-hoat,VPBank,False,vi
"# Thẻ tín dụng MobiFone-VPBank Classic: Kết nối không giới hạn
## Hỏi đáp
### Lãi suất thẻ tín dụng MobiFone/-VPBank Classic là bao nhiêu?
Lãi suất thẻ tín dụng MobiFone/-VPBank Classic là 3,99%/tháng.
","Thẻ tín dụng MobiFone-VPBank Classic: Kết nối không giới hạn
Hỏi đáp
Lãi suất thẻ tín dụng MobiFone-VPBank Classic là bao nhiêu?
Lãi suất thẻ tín dụng MobiFone-VPBank Classic là 3,99%/tháng.
",https://www.vpbank.com.vn/ca-nhan/the-tin-dung/the-tin-dung-mobifone-classic,VPBank,False,vi
